Q1. In which country do you live? Select one.  (FBCountry),,
Algeria,50,1.00%
Angola,50,1.00%
Argentina,50,1.00%
Australia,50,1.00%
Austria,50,1.00%
Bahrain,50,1.00%
Bangladesh,50,1.00%
Belgium,50,1.00%
Benin,50,1.00%
Botswana,51,1.00%
Brazil,50,1.00%
Bulgaria,50,1.00%
Burkina Faso,50,1.00%
Cambodia,50,1.00%
Cameroon,50,1.00%
Canada,50,1.00%
Chile,50,1.00%
China,50,1.00%
Colombia,50,1.00%
Congo (DRC),50,1.00%
Côte d’Ivoire,50,1.00%
Cuba,50,1.00%
Denmark,50,1.00%
Dominican Republic,50,1.00%
Egypt,50,1.00%
El Salvador,50,1.00%
Estonia,50,1.00%
Ethiopia,50,1.00%
France,50,1.00%
Gabon,50,1.00%
Germany,50,1.00%
Ghana,50,1.00%
Greece,50,1.00%
Guatemala,50,1.00%
Honduras,50,1.00%
Hungary,52,1.00%
India,51,1.00%
Indonesia,50,1.00%
Ireland,50,1.00%
Italy,51,1.00%
Jamaica,50,1.00%
Japan,50,1.00%
Jordan,50,1.00%
Kazakhstan,50,1.00%
Kenya,50,1.00%
South Korea,51,1.00%
Kuwait,50,1.00%
Lebanon,50,1.00%
Liberia,50,1.00%
Lithuania,50,1.00%
Madagascar,50,1.00%
Malawi,50,1.00%
Malaysia,50,1.00%
Mali,50,1.00%
Mexico,50,1.00%
Mongolia,50,1.00%
Morocco,50,1.00%
Mozambique,51,1.00%
Myanmar,50,1.00%
Namibia,51,1.00%
Netherlands,50,1.00%
New Zealand,50,1.00%
Nigeria,51,1.00%
Oman,50,1.00%
Pakistan,50,1.00%
Panama,50,1.00%
Paraguay,50,1.00%
Peru,50,1.00%
Philippines,50,1.00%
Poland,50,1.00%
Portugal,50,1.00%
Qatar,50,1.00%
Romania,50,1.00%
Russia,50,1.00%
Rwanda,50,1.00%
Saudi Arabia,50,1.00%
Senegal,50,1.00%
Singapore,50,1.00%
South Africa,50,1.00%
Spain,50,1.00%
Sri Lanka,50,1.00%
Sudan,50,1.00%
Sweden,50,1.00%
Switzerland,50,1.00%
Taiwan,50,1.00%
Tanzania,50,1.00%
Thailand,50,1.00%
Trinidad and Tobago,50,1.00%
Tunisia,50,1.00%
Turkey,50,1.00%
Uganda,50,1.00%
United Arab Emirates,51,1.00%
United Kingdom,50,1.00%
United States,50,1.00%
Uzbekistan,50,1.00%
Vietnam,50,1.00%
Zambia,50,1.00%
Zimbabwe,50,1.00%
Total,4910,100.00%
,,
Q1. In which country do you live? Select one. [EMBEDDED TAG: MACRO REGIONS] (Q1HID_MACRO),,
North America,100,2.00%
LatAm,750,15.00%
Europe,1103,22.00%
Asia,1052,21.00%
MENA,601,12.00%
SSA,1304,27.00%
Total,4910,100.00%
,,
Q1. In which country do you live? Select one. [EMBEDDED TAG: INCOME GROUP] (Q1HID_Income),,
High Income,1705,35.00%
Low Income,551,11.00%
Lower middle income,1402,29.00%
Upper middle income,1252,25.00%
Total,4910,100.00%
,,
Q1. In which country do you live? Select one. [EMBEDDED TAG: WBREGION] (Q1HID_WBREGION),,
East Asia & Pacific,751,15.00%
Europe & Central Asia,1203,25.00%
Latin America & Caribbean,750,15.00%
Middle East & North Africa,601,12.00%
North America,100,2.00%
South Asia,201,4.00%
Sub-Saharan Africa,1304,27.00%
Total,4910,100.00%
,,
Q2. In what year were you born? Select one. (Q2),,
2004 or later,0,0.00%
2003,66,1.00%
2002,90,2.00%
2001,105,2.00%
2000,176,4.00%
1999,130,3.00%
1998,118,2.00%
1997,107,2.00%
1996,114,2.00%
1995,114,2.00%
1994,125,3.00%
1993,117,2.00%
1992,119,2.00%
1991,127,3.00%
1990,135,3.00%
1989,83,2.00%
1988,82,2.00%
1987,83,2.00%
1986,77,2.00%
1985,98,2.00%
1984,83,2.00%
1983,81,2.00%
1982,68,1.00%
1981,81,2.00%
1980,171,3.00%
1979,124,3.00%
1978,110,2.00%
1977,99,2.00%
1976,115,2.00%
1975,120,2.00%
1974,96,2.00%
1973,77,2.00%
1972,95,2.00%
1971,90,2.00%
1970,70,1.00%
1969,66,1.00%
1968,52,1.00%
1967,49,1.00%
1966,47,1.00%
1965,32,1.00%
1964,124,3.00%
1963,129,3.00%
1962,109,2.00%
1961,76,2.00%
1960,70,1.00%
1959,72,1.00%
1958,72,1.00%
1957,61,1.00%
1956,56,1.00%
1955,50,1.00%
1954,52,1.00%
1953,40,1.00%
1952,37,1.00%
1951,52,1.00%
1950,31,1.00%
1949,28,1.00%
1948,37,1.00%
1947,17,0.00%
1946,5,0.00%
1945,0,0.00%
1944,0,0.00%
1943,0,0.00%
1942,0,0.00%
1941,0,0.00%
1940,0,0.00%
1939,0,0.00%
1938,0,0.00%
1937,0,0.00%
1936,0,0.00%
1935,0,0.00%
1934,0,0.00%
1933,0,0.00%
1932,0,0.00%
1931,0,0.00%
1930,0,0.00%
1929,0,0.00%
1928,0,0.00%
1927,0,0.00%
1926,0,0.00%
1925,0,0.00%
1924,0,0.00%
1923,0,0.00%
1922,0,0.00%
1921,0,0.00%
1920,0,0.00%
Total,4910,100.00%
,,
Q2. In what year were you born? Select one. [EMBEDDED TAG: AGE] (Q2HID),,
18-29,1381,28.00%
30-39,917,19.00%
40-49,1088,22.00%
50-59,768,16.00%
60+,756,15.00%
Total,4910,100.00%
,,
Q2. In what year were you born? Select one. [EMBEDDED TAG: GENERATION] (Q2HID_1),,
Millennials/Gen Z (born 1981-2003),2379,48.00%
Gen X (born 1965-1980),1413,29.00%
Baby Boomers (born 1946-1964),1118,23.00%
Total,4910,100.00%
,,
Q3. Which best represents your gender? Select one. (Q3),,
Male,2652,54.00%
Female,2244,46.00%
Other,7,0.00%
Do not care to answer,7,0.00%
Total,4910,100.00%
,,
Q4Main. Which of the following ranges best represents your household income? Select one. [EMBEDDED TAG: HHI]  (Q4HID),,
Below median,2432,50.00%
Above median,2422,49.00%
Do not care to answer,56,1.00%
Total,4910,100.00%
,,
Q5. Which of the following best represents your ethnicity or race? Select one. [BASE : Q1 = US-ONLY] (Q5),,
Caucasian/white,23,46.00%
African American/black,16,32.00%
Hispanic/Latino/Spanish,6,12.00%
Asian,1,2.00%
Native American/American Indian (Inuit/Eskimo/Aleut),1,2.00%
Native Hawaiian / Pacific Islander,0,0.00%
Mixed race/ethnicity,2,4.00%
"Other race or ethnicity, please specify",0,0.00%
Do not care to answer,1,2.00%
Total,50,100.00%
,,
Q6. How often do you connect to the internet? Select one. (Q7),,
Several times a day,3203,65.00%
Every day,1543,31.00%
Several times a week,103,2.00%
At least once a week,23,0.00%
At least once a month,13,0.00%
At least once every 6 months,4,0.00%
At least once every 12 months,4,0.00%
Less often than once every 12 months,4,0.00%
Not sure,13,0.00%
Total,4910,100.00%
,,
Q6. How often do you connect to the internet? Select one. [EMBEDDED TAG: FREQUENCY]  (Q7HID),,
Connected,4872,99.00%
Under-connected,25,1.00%
Not sure,13,0.00%
Total,4910,100.00%
,,
Q7. Where do you most often use the internet? Select one. (Q8),,
At home,3416,70.00%
At the home of a friend or family member,71,1.00%
At school,33,1.00%
Library,2,0.00%
At work,523,11.00%
Internet caf‚ or other setting open to the public,23,0.00%
"Via mobile device (e.g., phone, tablet or smart watch)",838,17.00%
"Other, please specify",2,0.00%
Not sure,2,0.00%
Total,4910,100.00%
,,
Q7. Where do you most often use the internet? Select one. [EMBEDDED TAG: ACCESS LOCATION]  (Q8HID),,
Private,4325,88.00%
Public,581,12.00%
Other,2,0.00%
Not sure,2,0.00%
Total,4910,100.00%
,,
Q8. How do you most often connect to the internet? Select one.  (Q9),,
"Mobile device (e.g., phone, tablet or smart watch)",3386,69.00%
Personal or family computer,1090,22.00%
Work computer,371,8.00%
Public computer,42,1.00%
"Other, please specify",2,0.00%
Not sure,19,0.00%
Total,4910,100.00%
,,
Q8. How do you most often connect to the internet? Select one. [EMBEDDED TAG: ACCESS TYPE]  (Q9HID),,
Private,4476,91.00%
Public,413,8.00%
Other,2,0.00%
Not sure,19,0.00%
Total,4910,100.00%
,,
Q9. Which of the following best describes your current employment status? Select one. (Q10),,
Owner/founder/co-founder of a business,251,5.00%
Self-employed,654,13.00%
Entrepreneur,140,3.00%
Employed full-time,1998,41.00%
"Employed part-time or temporary worker (freelancer, independent contractor, etc.)",501,10.00%
Not currently working but looking for work,362,7.00%
Not working by choice,121,2.00%
Retired,315,6.00%
Student,534,11.00%
"Other, please specify",32,1.00%
Don?t know,2,0.00%
Total,4910,100.00%
,,
Q9. Which of the following best describes your current employment status? Select one. [EMBEDDED TAG: EMPLOYMENT] (Q10HID),,
Working,3544,72.00%
Not working,1332,27.00%
Other,32,1.00%
Don?t know,2,0.00%
Total,4910,100.00%
,,
Q9. Which of the following best describes your current employment status? Select one. [EMBEDDED TAG: BOE] (Q10HID_1),,
Business owner/entrepreneur (BOE),1045,21.00%
Non-BOE,3831,78.00%
Other,32,1.00%
Don?t know,2,0.00%
Total,4910,100.00%
,,
Q10. Which of the following best describes the community in which you live? Select one. (Q6),,
Urban (in/near a city),2758,56.00%
Suburban (close to a city),1547,32.00%
Rural (far from a city),563,11.00%
Do not care to respond,42,1.00%
Total,4910,100.00%
,,
Q10. Which of the following best describes the community in which you live? Select one. [EMBEDDED TAG: COMMUNITY TYPE] (Q6HID),,
Urban,2758,56.00%
Non-urban,2110,43.00%
Do not care to respond,42,1.00%
Total,4910,100.00%
,,
Community type  (Q6Banner),,
Urban,2758,56.00%
Non-Urban,2110,43.00%
Suburban,1547,32.00%
Rural,563,11.00%
Do not care to respond,42,1.00%
Total,4910,100.00%
,,
Q11. Which of the following aspects of your life have seen the most significant shift to online channels as a result of the pandemic? Select up to three.  (Q11),,
Work,1868,38.00%
Education,1324,27.00%
"Personal health (online doctor?s visits, information about health topics, etc)",743,15.00%
"Personal fitness (online exercise classes, etc)",462,9.00%
Entertainment,1304,27.00%
Reading/watching/consuming news,1106,23.00%
Connecting with friends/family,1803,37.00%
Meeting new people,644,13.00%
Personal finances,980,20.00%
Shopping for goods and services,1639,33.00%
"Other, please specify",2,0.00%
No aspect of my life has seen a dramatic shift to online channels as a result of the pandemic,202,4.00%
Don?t know,38,1.00%
Total,4910,100.00%
,,
Q12 (Q12) - Work [BASE: Q11 = WORK] (1),,
"Q12. Once the pandemic passes in your country, to what extent do you believe you will continue your use of online channels for these activities? Select one in each row. [BASE : Q11 = NO ASPECT OF MY LIFE HAS SEEN A DRAMATIC SHIFT TO ONLINE CHANNELS AS A RESULT OF THE PANDEMIC / DON'T KNOW]",,
Much less than during the pandemic,184,10.00%
Somewhat less than during the pandemic,291,16.00%
About the same as during the pandemic,529,28.00%
Somewhat more than during the pandemic,350,19.00%
Much more than during the pandemic,490,26.00%
Don?t know,24,1.00%
Total,1868,100.00%
,,
Q12 (Q12) - Education [BASE: Q11 = EDUCATION] (2),,
"Q12. Once the pandemic passes in your country, to what extent do you believe you will continue your use of online channels for these activities? Select one in each row. [BASE : Q11 = NO ASPECT OF MY LIFE HAS SEEN A DRAMATIC SHIFT TO ONLINE CHANNELS AS A RESULT OF THE PANDEMIC / DON'T KNOW]",,
Much less than during the pandemic,171,13.00%
Somewhat less than during the pandemic,229,17.00%
About the same as during the pandemic,312,24.00%
Somewhat more than during the pandemic,252,19.00%
Much more than during the pandemic,340,26.00%
Don?t know,20,2.00%
Total,1324,100.00%
,,
"Q12 (Q12) - Personal health (online doctor?s visits, information about health topics, etc)  [BASE: Q11 = PERSONAL HEALTH (ONLINE DOCTOR?S VISITS, INFORMATION ABOUT HEALTH TOPICS, ETC)] (3)",,
"Q12. Once the pandemic passes in your country, to what extent do you believe you will continue your use of online channels for these activities? Select one in each row. [BASE : Q11 = NO ASPECT OF MY LIFE HAS SEEN A DRAMATIC SHIFT TO ONLINE CHANNELS AS A RESULT OF THE PANDEMIC / DON'T KNOW]",,
Much less than during the pandemic,85,11.00%
Somewhat less than during the pandemic,126,17.00%
About the same as during the pandemic,185,25.00%
Somewhat more than during the pandemic,169,23.00%
Much more than during the pandemic,169,23.00%
Don?t know,9,1.00%
Total,743,100.00%
,,
"Q12 (Q12) - Personal fitness (online exercise classes, etc) [BASE: Q11 = PERSONAL FITNESS (ONLINE EXERCISE CLASSES, ETC)] (4)",,
"Q12. Once the pandemic passes in your country, to what extent do you believe you will continue your use of online channels for these activities? Select one in each row. [BASE : Q11 = NO ASPECT OF MY LIFE HAS SEEN A DRAMATIC SHIFT TO ONLINE CHANNELS AS A RESULT OF THE PANDEMIC / DON'T KNOW]",,
Much less than during the pandemic,50,11.00%
Somewhat less than during the pandemic,74,16.00%
About the same as during the pandemic,112,24.00%
Somewhat more than during the pandemic,103,22.00%
Much more than during the pandemic,121,26.00%
Don?t know,2,0.00%
Total,462,100.00%
,,
Q12 (Q12) - Entertainment [BASE: Q11 = ENTERTAINMENT] (5),,
"Q12. Once the pandemic passes in your country, to what extent do you believe you will continue your use of online channels for these activities? Select one in each row. [BASE : Q11 = NO ASPECT OF MY LIFE HAS SEEN A DRAMATIC SHIFT TO ONLINE CHANNELS AS A RESULT OF THE PANDEMIC / DON'T KNOW]",,
Much less than during the pandemic,95,7.00%
Somewhat less than during the pandemic,232,18.00%
About the same as during the pandemic,404,31.00%
Somewhat more than during the pandemic,256,20.00%
Much more than during the pandemic,309,24.00%
Don?t know,8,1.00%
Total,1304,100.00%
,,
Q12 (Q12) - Reading/watching/consuming news [BASE: Q11 = READING/WATCHING/CONSUMING NEWS] (6),,
"Q12. Once the pandemic passes in your country, to what extent do you believe you will continue your use of online channels for these activities? Select one in each row. [BASE : Q11 = NO ASPECT OF MY LIFE HAS SEEN A DRAMATIC SHIFT TO ONLINE CHANNELS AS A RESULT OF THE PANDEMIC / DON'T KNOW]",,
Much less than during the pandemic,49,4.00%
Somewhat less than during the pandemic,124,11.00%
About the same as during the pandemic,450,41.00%
Somewhat more than during the pandemic,227,21.00%
Much more than during the pandemic,247,22.00%
Don?t know,9,1.00%
Total,1106,100.00%
,,
Q12 (Q12) - Connecting with friends/family [BASE: Q11 = CONNECTING WITH FRIENDS/FAMILY] (7),,
"Q12. Once the pandemic passes in your country, to what extent do you believe you will continue your use of online channels for these activities? Select one in each row. [BASE : Q11 = NO ASPECT OF MY LIFE HAS SEEN A DRAMATIC SHIFT TO ONLINE CHANNELS AS A RESULT OF THE PANDEMIC / DON'T KNOW]",,
Much less than during the pandemic,200,11.00%
Somewhat less than during the pandemic,322,18.00%
About the same as during the pandemic,518,29.00%
Somewhat more than during the pandemic,338,19.00%
Much more than during the pandemic,415,23.00%
Don?t know,10,1.00%
Total,1803,100.00%
,,
Q12 (Q12) - Meeting new people  [BASE: Q11 = MEETING NEW PEOPLE] (8),,
"Q12. Once the pandemic passes in your country, to what extent do you believe you will continue your use of online channels for these activities? Select one in each row. [BASE : Q11 = NO ASPECT OF MY LIFE HAS SEEN A DRAMATIC SHIFT TO ONLINE CHANNELS AS A RESULT OF THE PANDEMIC / DON'T KNOW]",,
Much less than during the pandemic,84,13.00%
Somewhat less than during the pandemic,117,18.00%
About the same as during the pandemic,150,23.00%
Somewhat more than during the pandemic,141,22.00%
Much more than during the pandemic,144,22.00%
Don?t know,8,1.00%
Total,644,100.00%
,,
Q12 (Q12) - Personal finances [BASE: Q11 = PERSONAL FINANCES] (9),,
"Q12. Once the pandemic passes in your country, to what extent do you believe you will continue your use of online channels for these activities? Select one in each row. [BASE : Q11 = NO ASPECT OF MY LIFE HAS SEEN A DRAMATIC SHIFT TO ONLINE CHANNELS AS A RESULT OF THE PANDEMIC / DON'T KNOW]",,
Much less than during the pandemic,59,6.00%
Somewhat less than during the pandemic,92,9.00%
About the same as during the pandemic,312,32.00%
Somewhat more than during the pandemic,219,22.00%
Much more than during the pandemic,285,29.00%
Don?t know,13,1.00%
Total,980,100.00%
,,
Q12 (Q12) - Shopping for goods and services  [BASE: Q11 = SHOPPING FOR GOODS AND SERVICES] (10),,
"Q12. Once the pandemic passes in your country, to what extent do you believe you will continue your use of online channels for these activities? Select one in each row. [BASE : Q11 = NO ASPECT OF MY LIFE HAS SEEN A DRAMATIC SHIFT TO ONLINE CHANNELS AS A RESULT OF THE PANDEMIC / DON'T KNOW]",,
Much less than during the pandemic,110,7.00%
Somewhat less than during the pandemic,213,13.00%
About the same as during the pandemic,564,34.00%
Somewhat more than during the pandemic,354,22.00%
Much more than during the pandemic,382,23.00%
Don?t know,16,1.00%
Total,1639,100.00%
,,
Q12 (Q12) - [Pipe in response from Q11 Other]  [BASE: Q11 = OTHER] (11),,
"Q12. Once the pandemic passes in your country, to what extent do you believe you will continue your use of online channels for these activities? Select one in each row. [BASE : Q11 = NO ASPECT OF MY LIFE HAS SEEN A DRAMATIC SHIFT TO ONLINE CHANNELS AS A RESULT OF THE PANDEMIC / DON'T KNOW]",,
Much less than during the pandemic,0,0.00%
Somewhat less than during the pandemic,0,0.00%
About the same as during the pandemic,1,50.00%
Somewhat more than during the pandemic,1,50.00%
Much more than during the pandemic,0,0.00%
Don?t know,0,0.00%
Total,2,100.00%
,,
Q12HID (Q12HID) - Work [BASE: Q11 = WORK] (1),,
"Q12. Once the pandemic passes in your country, to what extent do you believe you will continue your use of online channels for these activities? Select one in each row. [EMBEDDED TAG ? Q12HID] [BASE : Q11 = NO ASPECT OF MY LIFE HAS SEEN A DRAMATIC SHIFT TO ONLINE CHANNELS AS A RESULT OF THE PANDEMIC / DON'T KNOW] ",,
Less,475,25.00%
About the same,529,28.00%
More,840,45.00%
Don?t know,24,1.00%
Total,1868,100.00%
,,
Q12HID (Q12HID) - Education [BASE: Q11 = EDUCATION] (2),,
"Q12. Once the pandemic passes in your country, to what extent do you believe you will continue your use of online channels for these activities? Select one in each row. [EMBEDDED TAG ? Q12HID] [BASE : Q11 = NO ASPECT OF MY LIFE HAS SEEN A DRAMATIC SHIFT TO ONLINE CHANNELS AS A RESULT OF THE PANDEMIC / DON'T KNOW] ",,
Less,400,30.00%
About the same,312,24.00%
More,592,45.00%
Don?t know,20,2.00%
Total,1324,100.00%
,,
"Q12HID (Q12HID) - Personal health (online doctor?s visits, information about health topics, etc)  [BASE: Q11 = PERSONAL HEALTH (ONLINE DOCTOR?S VISITS, INFORMATION ABOUT HEALTH TOPICS, ETC)] (3)",,
"Q12. Once the pandemic passes in your country, to what extent do you believe you will continue your use of online channels for these activities? Select one in each row. [EMBEDDED TAG ? Q12HID] [BASE : Q11 = NO ASPECT OF MY LIFE HAS SEEN A DRAMATIC SHIFT TO ONLINE CHANNELS AS A RESULT OF THE PANDEMIC / DON'T KNOW] ",,
Less,211,28.00%
About the same,185,25.00%
More,338,45.00%
Don?t know,9,1.00%
Total,743,100.00%
,,
"Q12HID (Q12HID) - Personal fitness (online exercise classes, etc) [BASE: Q11 = PERSONAL FITNESS (ONLINE EXERCISE CLASSES, ETC)] (4)",,
"Q12. Once the pandemic passes in your country, to what extent do you believe you will continue your use of online channels for these activities? Select one in each row. [EMBEDDED TAG ? Q12HID] [BASE : Q11 = NO ASPECT OF MY LIFE HAS SEEN A DRAMATIC SHIFT TO ONLINE CHANNELS AS A RESULT OF THE PANDEMIC / DON'T KNOW] ",,
Less,124,27.00%
About the same,112,24.00%
More,224,48.00%
Don?t know,2,0.00%
Total,462,100.00%
,,
Q12HID (Q12HID) - Entertainment [BASE: Q11 = ENTERTAINMENT] (5),,
"Q12. Once the pandemic passes in your country, to what extent do you believe you will continue your use of online channels for these activities? Select one in each row. [EMBEDDED TAG ? Q12HID] [BASE : Q11 = NO ASPECT OF MY LIFE HAS SEEN A DRAMATIC SHIFT TO ONLINE CHANNELS AS A RESULT OF THE PANDEMIC / DON'T KNOW] ",,
Less,327,25.00%
About the same,404,31.00%
More,565,43.00%
Don?t know,8,1.00%
Total,1304,100.00%
,,
Q12HID (Q12HID) - Reading/watching/consuming news [BASE: Q11 = READING/WATCHING/CONSUMING NEWS] (6),,
"Q12. Once the pandemic passes in your country, to what extent do you believe you will continue your use of online channels for these activities? Select one in each row. [EMBEDDED TAG ? Q12HID] [BASE : Q11 = NO ASPECT OF MY LIFE HAS SEEN A DRAMATIC SHIFT TO ONLINE CHANNELS AS A RESULT OF THE PANDEMIC / DON'T KNOW] ",,
Less,173,16.00%
About the same,450,41.00%
More,474,43.00%
Don?t know,9,1.00%
Total,1106,100.00%
,,
Q12HID (Q12HID) - Connecting with friends/family [BASE: Q11 = CONNECTING WITH FRIENDS/FAMILY] (7),,
"Q12. Once the pandemic passes in your country, to what extent do you believe you will continue your use of online channels for these activities? Select one in each row. [EMBEDDED TAG ? Q12HID] [BASE : Q11 = NO ASPECT OF MY LIFE HAS SEEN A DRAMATIC SHIFT TO ONLINE CHANNELS AS A RESULT OF THE PANDEMIC / DON'T KNOW] ",,
Less,522,29.00%
About the same,518,29.00%
More,753,42.00%
Don?t know,10,1.00%
Total,1803,100.00%
,,
Q12HID (Q12HID) - Meeting new people  [BASE: Q11 = MEETING NEW PEOPLE] (8),,
"Q12. Once the pandemic passes in your country, to what extent do you believe you will continue your use of online channels for these activities? Select one in each row. [EMBEDDED TAG ? Q12HID] [BASE : Q11 = NO ASPECT OF MY LIFE HAS SEEN A DRAMATIC SHIFT TO ONLINE CHANNELS AS A RESULT OF THE PANDEMIC / DON'T KNOW] ",,
Less,201,31.00%
About the same,150,23.00%
More,285,44.00%
Don?t know,8,1.00%
Total,644,100.00%
,,
Q12HID (Q12HID) - Personal finances [BASE: Q11 = PERSONAL FINANCES] (9),,
"Q12. Once the pandemic passes in your country, to what extent do you believe you will continue your use of online channels for these activities? Select one in each row. [EMBEDDED TAG ? Q12HID] [BASE : Q11 = NO ASPECT OF MY LIFE HAS SEEN A DRAMATIC SHIFT TO ONLINE CHANNELS AS A RESULT OF THE PANDEMIC / DON'T KNOW] ",,
Less,151,15.00%
About the same,312,32.00%
More,504,51.00%
Don?t know,13,1.00%
Total,980,100.00%
,,
Q12HID (Q12HID) - Shopping for goods and services  [BASE: Q11 = SHOPPING FOR GOODS AND SERVICES] (10),,
"Q12. Once the pandemic passes in your country, to what extent do you believe you will continue your use of online channels for these activities? Select one in each row. [EMBEDDED TAG ? Q12HID] [BASE : Q11 = NO ASPECT OF MY LIFE HAS SEEN A DRAMATIC SHIFT TO ONLINE CHANNELS AS A RESULT OF THE PANDEMIC / DON'T KNOW] ",,
Less,323,20.00%
About the same,564,34.00%
More,736,45.00%
Don?t know,16,1.00%
Total,1639,100.00%
,,
Q12HID (Q12HID) - [Pipe in response from Q11 Other]  [BASE: Q11 = OTHER] (11),,
"Q12. Once the pandemic passes in your country, to what extent do you believe you will continue your use of online channels for these activities? Select one in each row. [EMBEDDED TAG ? Q12HID] [BASE : Q11 = NO ASPECT OF MY LIFE HAS SEEN A DRAMATIC SHIFT TO ONLINE CHANNELS AS A RESULT OF THE PANDEMIC / DON'T KNOW] ",,
Less,0,0.00%
About the same,1,50.00%
More,1,50.00%
Don?t know,0,0.00%
Total,2,100.00%
,,
Q13. How have the following aspects of your internet access changed since the beginning of the pandemic in your country? Select one in each row. (Q13) - Connection speed (1),,
Much worse,347,7.00%
Somewhat worse,742,15.00%
Neither worse nor better,1852,38.00%
Somewhat better,1111,23.00%
Much better,824,17.00%
Don?t know,34,1.00%
Total,4910,100.00%
,,
Q13. How have the following aspects of your internet access changed since the beginning of the pandemic in your country? Select one in each row. (Q13) - Affordability (2),,
Much worse,310,6.00%
Somewhat worse,776,16.00%
Neither worse nor better,1939,39.00%
Somewhat better,1101,22.00%
Much better,711,14.00%
Don?t know,73,1.00%
Total,4910,100.00%
,,
Q13. How have the following aspects of your internet access changed since the beginning of the pandemic in your country? Select one in each row. (Q13) - Reliability (3),,
Much worse,207,4.00%
Somewhat worse,639,13.00%
Neither worse nor better,1881,38.00%
Somewhat better,1296,26.00%
Much better,808,16.00%
Don?t know,79,2.00%
Total,4910,100.00%
,,
Q13. How have the following aspects of your internet access changed since the beginning of the pandemic in your country? Select one in each row. (Q13) - Availability of network (4),,
Much worse,246,5.00%
Somewhat worse,592,12.00%
Neither worse nor better,1787,36.00%
Somewhat better,1239,25.00%
Much better,1002,20.00%
Don?t know,44,1.00%
Total,4910,100.00%
,,
Q13. How have the following aspects of your internet access changed since the beginning of the pandemic in your country? Select one in each row. [EMBEDDED TAG: Q13HID] (Q13HID) - Connection speed (1),,
Worse,1089,22.00%
Neither,1852,38.00%
Better,1935,39.00%
Don?t know,34,1.00%
Total,4910,100.00%
,,
Q13. How have the following aspects of your internet access changed since the beginning of the pandemic in your country? Select one in each row. [EMBEDDED TAG: Q13HID] (Q13HID) - Affordability (2),,
Worse,1086,22.00%
Neither,1939,39.00%
Better,1812,37.00%
Don?t know,73,1.00%
Total,4910,100.00%
,,
